region,baseline_s,candidate_s,delta_s,change_percent,share_of_total_delta_percent
compute_rhs:43,8.677172661,12.586781502,3.909608840999999,45.056252695903325,69.27569936554816
tzetar:46,1.165971756,1.568307638,0.40233588200000003,34.506486107370165,7.1291274239792095
add:44,0.739501953,1.130148888,0.3906469349999999,52.82567996138881,6.9220069648223
txinvr:45,0.772848368,1.094175577,0.3213272089999999,41.577005568574855,5.693706975289364
y_solve:48,5.00339818,5.214195013,0.21079683300000074,4.213073303712173,3.7351813503630553
x_solve:48,4.704621077,4.903788328,0.19916725100000043,4.233438734815251,3.5291127999929515
ninvr:45,0.50717926,0.668924093,0.16174483299999998,31.891058202971465,2.866012146108403
pinvr:45,0.515544415,0.675702572,0.1601581569999999,31.065831059386007,2.8378972901121133
z_solve:52,5.639838696,5.525890589,-0.11394810699999969,-2.0204142909409137,-2.0190855721991388
